Hardware config,Submodule Instance,isRTL,ConvKernelDim,Dilation,K,Labels,PE,Padding,Stride,accDataType (bits),inputDataType (bits),numInputVectors,outputDataType (bits),weightDataType (bits),Total LUT,Total FFs,DSP Blocks
t1w2_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,10,50,0
t1w2_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,6,14,0
t1w2_run21_20_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,11,53,0
t1w2_run21_20_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,7,24,0
t1w8_run21_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,22,197,0
t1w8_run21_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,13,84,0
t1w8_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,9,44,0
t1w8_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w8_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,15,101,0
t1w8_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,9,44,0
t1w8_run7_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,110,0
t1w8_run7_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,9,44,0
t1w8_run7_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,8,27,0
t1w8_run6_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,13,86,0
t1w8_run6_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,8,27,0
t1w8_run6_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,8,27,0
t1w2_run4_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,10,61,0
t1w2_run4_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,5,9,0
t1w2_run21_40_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,11,53,0
t1w2_run21_40_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,7,24,0
t1w2_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,9,44,0
t1w2_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w2_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,9,29,0
t1w2_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,6,14,0
t1w4_run21_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,15,101,0
t1w4_run21_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,9,44,0
t1w8_run11_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w8_run11_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w8_run11_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,12,94,0
t1w8_run11_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,8,27,0
t1w8_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,13,304,0
t1w8_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,11,53,0
t1w8_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,8,27,0
t1w8_run21_10_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,22,197,0
t1w8_run21_10_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,13,84,0
t1w8_run5_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,10,61,0
t1w8_run5_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,8,27,0
t1w8_run5_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,8,27,0
t1w4_run2_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,10,36,0
t1w4_run2_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,6,15,0
t1w8_run15_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w8_run15_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w8_run15_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,15,101,0
t1w8_run15_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,9,44,0
t1w4_run15_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w4_run15_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w4_run15_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,11,53,0
t1w4_run15_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,7,24,0
t1w8_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w8_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w8_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,12,94,0
t1w8_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,9,44,0
t1w4_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,9,44,0
t1w4_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w4_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,11,53,0
t1w4_run14_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,7,24,0
t1w8_run1_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w8_run1_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,8,27,0
t1w8_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w8_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w8_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,12,94,0
t1w8_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,8,27,0
t1w2_run2_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,10,36,0
t1w2_run2_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,5,9,0
t1w4_run20_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,15,101,0
t1w4_run20_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,8,41,0
t1w8_run4_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,10,61,0
t1w8_run4_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,8,27,0
t1w4_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w4_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w4_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,12,94,0
t1w4_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,7,24,0
t1w2_run7_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,110,0
t1w2_run7_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,6,14,0
t1w2_run7_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,5,9,0
t1w4_run0,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,6,15,0
t1w2_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w2_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,5,9,0
t1w8_run0,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w8_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,22,197,0
t1w8_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,13,84,0
t1w4_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w4_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w4_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,10,50,0
t1w4_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,7,24,0
t1w8_run21_40_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,22,197,0
t1w8_run21_40_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,13,84,0
t1w2_run21_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,11,53,0
t1w2_run21_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,7,24,0
t1w2_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w2_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,11,53,0
t1w2_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,7,23,0
t1w8_run17_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w8_run17_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w8_run17_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,18,182,0
t1w8_run17_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,10,77,0
t1w4_run4_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,10,61,0
t1w4_run4_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,6,15,0
t1w4_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,15,101,0
t1w4_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,10,20,0
t1w2_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,13,304,0
t1w2_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,8,17,0
t1w2_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,5,9,0
t1w8_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w8_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w8_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,15,101,0
t1w8_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,9,44,0
t1w4_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w4_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w4_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,11,53,0
t1w4_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,7,24,0
t1w4_run21_40_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,15,101,0
t1w4_run21_40_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,9,44,0
t1w2_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w2_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w2_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,8,17,0
t1w2_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,5,9,0
t1w4_run7_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,110,0
t1w4_run7_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,7,24,0
t1w4_run7_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,6,15,0
t1w8_run18_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w8_run18_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w8_run18_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,22,197,0
t1w8_run18_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,10,77,0
t1w2_run21_10_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,11,53,0
t1w2_run21_10_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,7,24,0
t1w4_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,14,159,0
t1w4_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,7,24,0
t1w4_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,6,15,0
t1w2_run0,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,5,9,0
t1w8_run2_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,10,36,0
t1w8_run2_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,8,27,0
t1w8_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,14,159,0
t1w8_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,9,44,0
t1w8_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,8,27,0
t1w4_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w4_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,15,101,0
t1w4_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,8,41,0
t1w4_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,13,304,0
t1w4_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,9,29,0
t1w4_run9_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,6,15,0
t1w4_run21_10_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,15,101,0
t1w4_run21_10_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,9,44,0
t1w2_run11_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w2_run11_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w2_run11_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,9,28,0
t1w2_run11_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,5,9,0
t1w8_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w8_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,22,197,0
t1w8_run19_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,10,77,0
t1w2_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w2_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w2_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,9,29,0
t1w2_run13_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,6,14,0
t1w4_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w4_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w4_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,10,50,0
t1w4_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,6,15,0
t1w2_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w2_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w2_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,9,28,0
t1w2_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,6,14,0
t1w8_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w8_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w8_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,11,53,0
t1w8_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,8,27,0
t1w2_run20_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,11,53,0
t1w2_run20_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,7,23,0
t1w4_run17_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w4_run17_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w4_run17_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,12,94,0
t1w4_run17_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,8,41,0
t1w2_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w2_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w2_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,9,28,0
t1w2_run11_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,5,9,0
t1w8_run21_20_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,22,197,0
t1w8_run21_20_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,13,84,0
t1w8_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w8_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w8_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,18,182,0
t1w8_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,9,44,0
t1w4_run3_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,9,44,0
t1w4_run3_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,6,15,0
t1w4_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,8,27,0
t1w4_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,18,311,0
t1w4_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,9,29,0
t1w4_run10_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,6,15,0
t1w2_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,14,159,0
t1w2_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,6,14,0
t1w2_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,5,9,0
t1w4_run18_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w4_run18_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w4_run18_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,15,101,0
t1w4_run18_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,8,41,0
t1w8_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,12,51,0
t1w8_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,26,326,0
t1w8_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,18,182,0
t1w8_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,9,44,0
t1w8_run3_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,9,44,0
t1w8_run3_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,8,27,0
t1w2_run21_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,11,53,0
t1w2_run21_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,7,24,0
