date,hw_name,status,duration_in_seconds,folding_summary,folding_diff,build_dir,resource_limits,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,BRAM (36k),DSP Blocks,estimated_throughput_fps,max_cycles_node_name
2025-04-26 11:46:31,t2w4_run23_20_BOTH,resources exceeded,506.43,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_2"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""FMPadding_rtl_1"": {""SIMD"": 4}, ""StreamingFIFO_rtl_5"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 8, ""parallel_window"": 0}, ""StreamingFIFO_rtl_6"": {}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 36}, ""StreamingFIFO_rtl_7"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_8"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 8}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 2}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_14"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_15"": {}}","{""FMPadding_rtl_0"": {""from"": {""SIMD"": 2}, ""to"": {""SIMD"": 4}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_08-48-50/t2w4_run23_20_BOTH,"{""Total LUTs"": 10640.0, ""FFs"": 21280.0, ""BRAM (36k)"": 28.0, ""DSP Blocks"": 44.0}",12403,9357,182,2864,13188,6.5,1,43402.7777777778,MVAU_hls_2
2025-04-26 15:33:47,t2w4_run1_40_BOTH,success,556.46,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 4}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 8, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 8}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 2}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}",{},/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run1_40_BOTH,"{""Total LUTs"": 21280.0, ""FFs"": 42560.0, ""BRAM (36k)"": 56.0, ""DSP Blocks"": 88.0}",12403,9357,182,2864,13188,6.5,1,43402.7777777778,MVAU_hls_2
2025-04-26 15:42:58,t2w4_run2_40_BOTH,success,548.25,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 4}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 8, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 9}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 3}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}","{""MVAU_hls_2"": {""from"": {""PE"": 1, ""SIMD"": 8}, ""to"": {""PE"": 1, ""SIMD"": 9}}, ""MVAU_hls_3"": {""from"": {""PE"": 1, ""SIMD"": 2}, ""to"": {""PE"": 1, ""SIMD"": 3}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run2_40_BOTH,"{""Total LUTs"": 21280.0, ""FFs"": 42560.0, ""BRAM (36k)"": 56.0, ""DSP Blocks"": 88.0}",12468,9430,182,2856,13351,6.5,1,48828.125,MVAU_hls_0
2025-04-26 15:51:57,t2w4_run3_40_BOTH,success,536.86,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 4, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 4}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 8, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 12}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 3}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}","{""MVAU_hls_0"": {""from"": {""PE"": 2, ""SIMD"": 36}, ""to"": {""PE"": 4, ""SIMD"": 36}}, ""MVAU_hls_1"": {""from"": {""PE"": 1, ""SIMD"": 36}, ""to"": {""PE"": 2, ""SIMD"": 36}}, ""MVAU_hls_2"": {""from"": {""PE"": 1, ""SIMD"": 9}, ""to"": {""PE"": 1, ""SIMD"": 12}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run3_40_BOTH,"{""Total LUTs"": 21280.0, ""FFs"": 42560.0, ""BRAM (36k)"": 56.0, ""DSP Blocks"": 88.0}",14566,13568,182,816,17563,11,1,65104.1666666667,MVAU_hls_2
2025-04-26 16:00:52,t2w4_run4_40_BOTH,success,533.42,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 4, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 4}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 8, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 18}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 4}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}","{""MVAU_hls_2"": {""from"": {""PE"": 1, ""SIMD"": 12}, ""to"": {""PE"": 1, ""SIMD"": 18}}, ""MVAU_hls_3"": {""from"": {""PE"": 1, ""SIMD"": 3}, ""to"": {""PE"": 1, ""SIMD"": 4}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run4_40_BOTH,"{""Total LUTs"": 21280.0, ""FFs"": 42560.0, ""BRAM (36k)"": 56.0, ""DSP Blocks"": 88.0}",14676,13798,182,696,18067,11,1,74850.2994011976,ConvolutionInputGenerator_rtl_2
2025-04-26 16:09:52,t2w4_run5_40_BOTH,success,536.96,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 4, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 4}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 8, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 2, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 18}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 4}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}","{""ConvolutionInputGenerator_rtl_2"": {""from"": {""SIMD"": 1, ""parallel_window"": 0}, ""to"": {""SIMD"": 2, ""parallel_window"": 0}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run5_40_BOTH,"{""Total LUTs"": 21280.0, ""FFs"": 42560.0, ""BRAM (36k)"": 56.0, ""DSP Blocks"": 88.0}",14753,13805,188,760,18040,11,1,77160.4938271605,FMPadding_rtl_1
2025-04-26 16:18:48,t2w4_run6_40_BOTH,success,533.89,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 4, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 8}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 8, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 2, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 18}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 4}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}","{""FMPadding_rtl_1"": {""from"": {""SIMD"": 4}, ""to"": {""SIMD"": 8}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run6_40_BOTH,"{""Total LUTs"": 21280.0, ""FFs"": 42560.0, ""BRAM (36k)"": 56.0, ""DSP Blocks"": 88.0}",14728,13804,188,736,18107,11,1,81300.8130081301,ConvolutionInputGenerator_rtl_1
2025-04-26 16:27:58,t2w4_run7_40_BOTH,final,548.12,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 4, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 8}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 16, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 2, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 18}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 4}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}","{""ConvolutionInputGenerator_rtl_1"": {""from"": {""SIMD"": 8, ""parallel_window"": 0}, ""to"": {""SIMD"": 16, ""parallel_window"": 0}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run7_40_BOTH,"{""Total LUTs"": 21280.0, ""FFs"": 42560.0, ""BRAM (36k)"": 56.0, ""DSP Blocks"": 88.0}",15213,14235,186,792,19825,11,1,86355.7858376511,ConvolutionInputGenerator_rtl_0
2025-04-26 16:27:58,t2w4_run7_60_BOTH,success,0,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 4, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 8}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 16, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 2, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 18}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 4}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}","{""ConvolutionInputGenerator_rtl_1"": {""from"": {""SIMD"": 8, ""parallel_window"": 0}, ""to"": {""SIMD"": 16, ""parallel_window"": 0}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run7_40_BOTH,"{'Total LUTs': 31920.0, 'FFs': 63840.0, 'BRAM (36k)': 84.0, 'DSP Blocks': 132.0}",15213,14235,186,792,19825,11,1,86355.7858376511,ConvolutionInputGenerator_rtl_0
2025-04-26 16:27:58,t2w4_run7_80_BOTH,final,0,"{""Defaults"": {}, ""StreamingFIFO_rtl_0"": {}, ""FMPadding_rtl_0"": {""SIMD"": 4}, ""StreamingFIFO_rtl_1"": {}, ""StreamingDataWidthConverter_rtl_0"": {}, ""StreamingFIFO_rtl_2"": {}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 4, ""parallel_window"": 1}, ""StreamingFIFO_rtl_3"": {}, ""MVAU_hls_0"": {""PE"": 4, ""SIMD"": 36}, ""StreamingFIFO_rtl_4"": {}, ""StreamingDataWidthConverter_rtl_1"": {}, ""StreamingFIFO_rtl_5"": {}, ""FMPadding_rtl_1"": {""SIMD"": 8}, ""StreamingFIFO_rtl_6"": {}, ""StreamingDataWidthConverter_rtl_2"": {}, ""StreamingFIFO_rtl_7"": {}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 16, ""parallel_window"": 0}, ""StreamingFIFO_rtl_8"": {}, ""StreamingDataWidthConverter_hls_0"": {}, ""StreamingFIFO_rtl_9"": {}, ""MVAU_hls_1"": {""PE"": 2, ""SIMD"": 36}, ""StreamingFIFO_rtl_10"": {}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""StreamingFIFO_rtl_11"": {}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 2, ""parallel_window"": 0}, ""StreamingFIFO_rtl_12"": {}, ""StreamingDataWidthConverter_rtl_3"": {}, ""StreamingFIFO_rtl_13"": {}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 18}, ""StreamingFIFO_rtl_14"": {}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""StreamingFIFO_rtl_15"": {}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1, ""parallel_window"": 0}, ""StreamingFIFO_rtl_16"": {}, ""StreamingDataWidthConverter_rtl_4"": {}, ""StreamingFIFO_rtl_17"": {}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 4}, ""StreamingFIFO_rtl_18"": {}, ""MVAU_rtl_0"": {""PE"": 1, ""SIMD"": 1}, ""StreamingFIFO_rtl_19"": {}, ""LabelSelect_hls_0"": {""PE"": 1}, ""StreamingFIFO_rtl_20"": {}}","{""ConvolutionInputGenerator_rtl_1"": {""from"": {""SIMD"": 8, ""parallel_window"": 0}, ""to"": {""SIMD"": 16, ""parallel_window"": 0}}}",/home/arthurely/Desktop/finn/hara/builds/run_2025-04-26_15-24-28/t2w4_run7_40_BOTH,"{'Total LUTs': 42560.0, 'FFs': 85120.0, 'BRAM (36k)': 112.0, 'DSP Blocks': 176.0}",15213,14235,186,792,19825,11,1,86355.7858376511,ConvolutionInputGenerator_rtl_0
